影院名称,影院专资,所属城市
保利国际影城-北京凯德大峡谷店,11078801,北京
北京红星太平洋电影城,11059601,北京
橙天嘉禾影城（北京凤凰汇店）,11059901,北京
华联影城（万柳店）,11063401,北京
橙天嘉禾影城（北京祥云CINITY店）,11120641,北京
CGV星星影城(颐堤港ScreenX店),11058401,北京
卢米埃影城  (北京芳草地杜比全景声激光店),11055501,北京
CGV星星影城（奥体店）,11058801,北京
美嘉欢乐影城三里屯店,11062001,北京
艾米1895电影街（北京世茂店）,11050761,北京
朝阳剧场,11050402,北京
越界影城IMAX大学城店,50060111,重庆
保利万和国际影城（解放碑店）,50031711,重庆
重庆科技馆巨幕影院,50050602,重庆
星光影城渝北店,50120271,重庆
建设电影院,50070101,重庆
金逸重庆渝北华辰店,50120131,重庆
梦空间影城（重庆南坪店）,50010131,重庆
保利万和北碚影城,50090301,重庆
影立方沙坪坝融汇影城,50061201,重庆
自由人影城（重庆阳光世纪店）,50051721,重庆
UME影城（重庆沙坪坝店）,50060401,重庆
UME影城（重庆解放碑店）,50031601,重庆
UME影城（重庆渝中店）,50031501,重庆
华谊兄弟影院（金源不夜城店）,50050701,重庆
大地影院（重庆动力时光店）,50120211,重庆
横店电影城(南坪店),50080401,重庆
保利万和影城（大礼堂店）,50030501,重庆
大地影院（重庆渝北金港国际二店）,50120141,重庆
UME影城（北城天街CINITY店）,50050201,重庆
大地影院（重庆巴南龙洲湾店）,50130101,重庆
大地影院重庆涪陵城市广场（原嘉裕影城）,50020201,重庆
星美影商城(重庆南坪店),50010801,重庆
万达影城（南坪万达广场店）,50080501,重庆
万达影城（大融城IMAX店）,50050901,重庆
中影国际影城（九龙坡印象汇店）,50070201,重庆
万达影城（SM广场XLAND店）,50121301,重庆
越界影城北碚店,50090701,重庆
越界影城两江店,50121101,重庆
万达影城（巴南万达广场IMAX店）,50130111,重庆
太平洋影城（重庆紫荆店）,50120501,重庆
时代影城（九龙坡店）,50070111,重庆
大地影院（重庆九龙坡大洋百货店）,50070701,重庆
重庆华昕影院（新牌坊龙湖店）,50120401,重庆
重庆沙坪坝电影院,50060101,重庆
完美世界影城（重庆中冶店）,50120801,重庆
重庆星坛国际影城,50140201,重庆
保利万和影城（IMAX石桥广场店）,50070281,重庆
UME影城（重庆两江店）,50120601,重庆
UME影城 (重庆九龙坡店),50070301,重庆
华谊兄弟影院（南坪店）,50080701,重庆
阳羽格影城（重庆北碚店）,50090501,重庆
华谊兄弟影院（袁家岗店）,50070601,重庆
大地影院（重庆工商大学店）,50081001,重庆
UME影城（重庆大足店),50250021,重庆
紫鑫影城,50140101,重庆
重庆博纳国际影城凤天路店,50060601,重庆
横店电影城(沙坪坝店),50060501,重庆
重庆百丽宫影城（IMAX万象城店）,50070081,重庆
卢米埃重庆北滨IMAX影城,50050301,重庆
CGV影城（鱼洞店）,50130201,重庆
重庆百丽宫影城协信店,50030221,重庆
重庆百丽宫影城天地店,50030191,重庆
我家电影院,50080021,重庆
金逸影城重庆IMAX店,50080901,重庆
重庆江北卜蜂莲花店,50050061,重庆
橙天嘉禾影城（九街店）,50050801,重庆
沃美影城协信星光天地店,50120901,重庆
保利万和熙街影城,50060801,重庆
万众国际影城（大学城富力店）,50060701,重庆
星美影商城（重庆东原D7IMAX店）,50050111,重庆
今世界影城（沈阳大东城店）,21014001,沈阳
中影华臣影城（三好店）,21013101,沈阳
中影华臣影城（南塔店）,21015101,沈阳
中影华臣影城(华府店),21011701,沈阳
北联星辰影城,21015701,沈阳
文化宫影城（民主路店）,21010101,沈阳
欢乐影城（沈北淘乐店）,21015801,沈阳
比高电影城（沈阳天润店）,21015001,沈阳
北联影城（沈阳积家店）,21013801,沈阳
大商影城（于洪新玛特店）,21015601,沈阳
壹加影城（大天地店）,21013501,沈阳
大商影城（千盛店）,21014901,沈阳
沈阳市工人文化宫影城,21015901,沈阳
奥体万达影城（IMAX激光）,21016601,沈阳
太原街万达影城（4DX）,21013201,沈阳
北一路万达影城（IMAX）,21015401,沈阳
沈阳中影国际影城（百联店）,21011601,沈阳
沃美影城红星茶城店,21016501,沈阳
今世界影城（沈阳大奥莱店）,21016101,沈阳
万达影城（沈阳兴工北街店）,21016701,沈阳
金逸国际影城沈阳太原街店,21014801,沈阳
上影国际影城（新玛特店）,21010801,沈阳
橙天嘉禾影城（亿丰店）,21014701,沈阳
卢米埃影城(沈阳天地杜比全景声激光店),21016301,沈阳
七星国际影城（VLED巨屏真4K20米高格式店）,21014201,沈阳
CGV影城（金融中心IMAX店）,21016801,沈阳
金逸影城沈阳长白店,21015501,沈阳
CGV影城(中街4DX店),21015301,沈阳
沈阳横店影城碧桂园店,21010781,沈阳
横店电影城（一方广场店）,21010821,沈阳
卢米埃影城（沈阳万象汇杜比全景声激光店),21010841,沈阳
美嘉欢乐影城沈阳万象城店,21014501,沈阳
百丽宫影城（市府恒隆广场店）,21016001,沈阳
金逸影城（明发商业广场店）,32062711,扬州
江都世纪影城,32061301,扬州
金逸影城扬州力宝店,32061101,扬州
幸福蓝海国际影城（扬州IMAX店）,32062611,扬州
扬州达麦影城,32062301,扬州
扬州世纪电影城,32060401,扬州
星美影商城（扬州江都店）,32062911,扬州
扬州喜满客国际影城（京华城店）,32060901,扬州
扬州中影国际影城（虹桥坊店）,32063011,扬州
博纳国际影城青岛乐客城店,37036101,青岛
完美世界影城青特店（原17.5影城）,37034801,青岛
完美世界影城台东店（原17.5影城）,37035801,青岛
青岛中国电影院,37030101,青岛
即墨新时代影城,37032001,青岛
青岛艺佳圣帝亚电影城,37035201,青岛
山文星辉影城（青岛和谐广场店）,37037041,青岛
青岛金逸影城胶州店,37036301,青岛
万达影城（李沧万达广场IMAX激光影城）,37035901,青岛
万达影城（CBD万达广场IMAX店）,37033801,青岛
青岛中影国际影城（大拇指店）,37036501,青岛
青岛金逸国际影城CBD店,37035401,青岛
利群华艺国际影城平度店,37037021,青岛
中影数字国际影城（悦荟店）,37034701,青岛
利群华艺影院（即墨激光巨幕店）,37036701,青岛
横店电影城（CINITY胶州宝龙店）,37037061,青岛
大地影院（青岛家佳源店）,37036601,青岛
青岛西海岸电影城CINITY LED（家佳源店）,37030701,青岛
青岛横店影视电影城,37035001,青岛
青岛艺佳电影城,37033701,青岛
青岛西海岸电影城（万利店）,37037001,青岛
星博达美沙发座影城（台东店）,37037261,青岛
青岛耀莱成龙影城（黄岛店）,37037071,青岛
青岛棘洪滩影城,37037031,青岛
星美影商城（平度北方国贸店）,37035101,青岛
青岛横店电影城宝龙广场店,37035301,青岛
万达影城（台东路万达广场店）,37033201,青岛
山东CGV影城(万象城IMAX店),37037051,青岛
青岛百老汇影城百丽广场店,37034201,青岛
大商影城（青泥洼桥新玛特店）,21020401,大连
中影华臣影城（金州店）,21021901,大连
华美影城 全VIP沙发（马栏广场店）,21023401,大连
万达影城（和平广场杜比影院店）,21020601,大连
大连东融大都会影城,21022401,大连
中影华臣影城VLED（西安路店）,21021801,大连
奥斯卡国际影城(送2小时地下停车)(大连高新店),21020471,大连
中影华臣影城（软件园店）,21023001,大连
中影华臣影城(黑石礁店）送免费停车2小时,21023701,大连
中影华臣影城（二七广场店）,21022701,大连
博纳国际影城（华南亿合城巨幕店）,21020481,大连
大连金逸影城大连福佳店,21022501,大连
大连金逸国际影城金州店,21023901,大连
大连大地影院大连新华绿洲店,21022801,大连
大地影院（大连旅顺新玛特店）,21022001,大连
万达影城（华府IMAX激光店）,21021501,大连
万达影城（一方广场XLAND店）,21024101,大连
万达影城（港汇XLAND店）,21020461,大连
中影华臣影城（进步店）,21020101,大连
橙天嘉禾影城（大连万和汇）,21023201,大连
CGV影城(东港IMAX店),21020491,大连
CGV影城(柏威年ScreenX店),21020521,大连
上海浙江电影院,31010301,上海
上海科技影城,31019901,上海
UVC影城（万嘉广场店）,31125201,上海
太平洋影城（上海松江店）,31164001,上海
上海美亚影城,31182601,上海
兰馨·悦立方杜比影城,31126101,上海
金逸影城上海中环店,31050901,上海
上海中影国际影城（兰生大厦CINITY LED店）,31021401,上海
金逸施湾影城,31133801,上海
SFC上影百联影城（大上海4DX店）,31012301,上海
SFC上影影城（喜玛拉雅店）,31125001,上海
四平电影院,31090201,上海
SFC上影影城（新世界店）,31011501,上海
朵云轩杜比全景声影城,31074001,上海
上海梅陇文化馆,31071202,上海
SFC上影影城（南桥新都汇店）,31142301,上海
UME影城（上海宝山店）,31193901,上海
万达影城（周浦万达广场IMAX店）,31132901,上海
SFC上影影城（南桥百联店）,31142101,上海
上影CGV(莘庄仲盛4DX店）,31112601,上海
万达影城（江桥万达广场IMAX店）,31182001,上海
CGV影城(安亭店),31182201,上海
SFC上影影城（宝山店）,31193801,上海
万达影城（松江万达广场IMAX店）,31164101,上海
上海天悦MAX激光巨幕影城（上海曹路宝龙店）,31126201,上海
世纪沪星影城,31113601,上海
万达影城（宝山万达广场激光IMAX店）,31193601,上海
佰迦乐大光明影城新南店,31163601,上海
万达影城（金山万达广场IMAX店）,31152501,上海
博纳国际影城上海中原店,31091101,上海
上海庆春电影城,31073301,上海
上海七宝大光明影城,31112801,上海
世纪友谊影城（LUXE南方商城店）,31110101,上海
万达影城（五角场万达广场IMAX店）,31090701,上海
AMG海上明珠影城（上海莘庄店）,31113001,上海
上海连城国际影城,31142401,上海
正大乐影城（徐汇滨江店）,31073501,上海
上海中影国际影城（长泰广场CINITY店）,31126901,上海
万达影城（银兴菲林店）,31182801,上海
AMG海上明珠影城环球港店,31051401,上海
上海嘉定同济横店电影城,31182901,上海
万达影城（上海松江文诚路店）,31163301,上海
SFC上影影城（杨浦百联滨江店）,31092101,上海
中影DFC影城,31126701,上海
橙天嘉禾影城金山易家店,31152401,上海
上海魔影国际影城（荣乐店）,31163901,上海
红星电影世界开元地中海店（RealD杜比全景声）,31162801,上海
上影国际影城我格广场店,31051001,上海
SFC上影影城（港汇永华IMAX激光店）,31073101,上海
上海世纪天虹影城,31172501,上海
太禾影城（浦江欢乐颂店）,31113901,上海
SFC上影影城（江桥店）,31182501,上海
艾米1895电影街,31030603,上海
宝山大光明影院,31194001,上海
万达影城（虹桥店）,31082101,上海
金逸影城（凯德虹口激光IMAX店）,31061301,上海
上海中影国际影城（川沙店）,31124401,上海
大地影院上海南汇乐购影城,31133001,上海
大地影院（上海大华店）,31192001,上海
上海星光影城（亚新旗舰店）,31051101,上海
幸福蓝海国际影城（上海三林店）,31128001,上海
上海翰金影城,31126801,上海
金逸影城上海海上海店,31091001,上海
上海左岸国际影城松江沃尔玛店,31163001,上海
国文全激光影城（金桥精品店）,31125101,上海
SFC上影影城（新衡山店）,31070101,上海
金谊华夏影城,31126301,上海
上海左岸国际电影城金汇店,31112701,上海
上海曲阳影都,31060202,上海
上海金逸影城（静安大悦城店）原新恒星影城,31100801,上海
大光明影城儿艺店,31011901,上海
SFC上影影城（七宝店）,31114301,上海
曹杨影城,31050301,上海
橙天嘉禾影城泗泾店（原星濠影城）,31163501,上海
AMG 海上明珠影城(上海联洋广场店),31127001,上海
SFC上影国际影城（弘基广场店）,31191901,上海
上海沪东工人文化宫影剧院,31090902,上海
完美世界影城北桥店（原17.5影城）,31113101,上海
完美世界影城临港店（原17.5影城）,31133601,上海
完美世界影城闸北店（原17.5影城）,31100901,上海
上海普陀横店电影城,31051301,上海
上影BOE-α超级影城(美罗城店),31070901,上海
上海市沪北电影院,31100101,上海
保利国际影城-上海祥腾店,31182401,上海
华夏丰尚国际影城,31113801,上海
大光明丽盛影城,31126001,上海
中影海艺数字影城（全激光店）,31125401,上海
博纳锦鸿国际影城（松江荣乐店）,31164301,上海
SFC上影百联影城（八佰伴IMAX店）,31124201,上海
华谊兄弟电影中心（杜比影院、4DX),31051201,上海
华彩弘歌鑫都影城,31114001,上海
金逸影城上海张江店,31124801,上海
嘉定影剧院,31180207,上海
金球国际影城（上丰路店）,31125901,上海
万竣国际影城（汇金百货虹桥店）,31081801,上海
中影巨幕影城（江川店）,31114201,上海
南桥电影院,31140106,上海
上海新光影艺苑,31010401,上海
星美影商城（上海外高桥店）,31126401,上海
星美影商城（上海正大IMAX店）,31123501,上海
